"Id. de la fila","Id. del pedido","Fecha del pedido","Fecha de envío","Forma de envío","Id. del cliente","Nombre del cliente","Segmento","Ciudad","Estado","País","Región","Id. del producto","Categoría","Subcategoría","Nombre del producto","Total ($ COP)","Cantidad","Descuento","Ganancia ($ COP)"
"114","US-2014-130631","42264","42269","Rápido","RZ-20275","Rafel Zarate","Cliente","Resistencia","Chaco","Argentina","Sur","MAT-PA-10003747","Material de oficina","Papel","SanDisk Papel de tipo pergamino, Multicolor","11089.44","9","0.4","1450.44"
"115","US-2014-130631","42264","42269","Rápido","RZ-20275","Rafel Zarate","Cliente","Resistencia","Chaco","Argentina","Sur","MAT-AL-10002870","Material de oficina","Almacenamiento","Tenex Casilleros, Industrial","69574.2","5","0.4","3478.2"
"116","MX-2015-145051","42425","42431","Estándar","TC-21085","Tina Cardona","Cliente","Santa Cruz de Barahona","Barahona","República Dominicana","Caribe","MAT-GR-10001997","Material de oficina","Grapas","Stockwell Grapas, Al por mayor","4719.2","5","0.2","231.2"
"117","MX-2015-167801","42702","42706","Rápido","RM-20410","Reinaldo Mireles","Cliente","Curitiba","Paraná","Brasil","Sur","TEC-TE-10003683","Tecnología","Teléfonos","Cisco Teléfono inteligente, Al por mayor","78523","5","0","17272"
"118","MX-2014-117471","42231","42235","Rápido","AS-10330","Armando Sánchez","Cliente","Soledad","Atlántico","Colombia","Sur","MAT-EL-10001811","Material de oficina","Electrodomésticos","KitchenAid Frigorífico, Blanco","178867.2","3","0","0"
"119","MX-2014-117471","42231","42235","Rápido","AS-10330","Armando Sánchez","Cliente","Soledad","Atlántico","Colombia","Sur","MAT-SO-10004670","Material de oficina","Sobres","Jiffy Paquetes, Plateado","31392.2","7","0","5640.6"
"120","MX-2014-117471","42231","42235","Rápido","AS-10330","Armando Sánchez","Cliente","Soledad","Atlántico","Colombia","Sur","MAT-GR-10000751","Material de oficina","Grapas","Accos Cintas de goma, Metal","5712","3","0","1652.4"
"121","US-2013-146360","41713","41717","Estándar","MA-18685","María Acosta","Pequeña empresa","Tegucigalpa","Francisco Morazán","Honduras","Centro","MAT-SO-10000871","Material de oficina","Sobres","Cameo Sobres de uso interno, Rojo","17329.8","5","0.4","-8969.2"
"122","US-2013-112032","41718","41722","Estándar","NA-19195","Natasha Arévalo","Pequeña empresa","Charallave","Miranda","Venezuela","Sur","MAT-AR-10003352","Material de oficina","Arte","Stanley Libreta de dibujo, Metal","12427.68","4","0.4","-220.32"
"123","US-2012-138842","41638","41642","Estándar","NC-19150","Nadia Calderón","Cliente","Carrefour","Ouest","Haití","Caribe","MOB-LI-10004392","Mobiliario","Librerías","Dania Conjunto de estantes, Negro","46430.4","4","0.4","-16252"
"124","US-2012-138842","41638","41642","Estándar","NC-19150","Nadia Calderón","Cliente","Carrefour","Ouest","Haití","Caribe","TEC-MÁ-10001590","Tecnología","Máquinas","Panasonic Impresora, Blanco","18013.2","2","0.7","-21617.2"
"125","MX-2015-148488","42525","42527","Urgente","GC-15130","Gerardo Carrillo","Cliente","João Pessoa","Paraíba","Brasil","Sur","MOB-SI-10002369","Mobiliario","Sillas","Novimex Silla de playa, Negro","24667","5","0","10846"
"126","MX-2015-148488","42525","42527","Urgente","GC-15130","Gerardo Carrillo","Cliente","João Pessoa","Paraíba","Brasil","Sur","TEC-CO-10000159","Tecnología","Copiadoras","Canon Fotocopiadora personal, Color","32615.4384","2","0.002","12677.8384"
"127","MX-2015-148488","42525","42527","Urgente","GC-15130","Gerardo Carrillo","Cliente","João Pessoa","Paraíba","Brasil","Sur","MAT-SO-10002438","Material de oficina","Sobres","GlobeWeis Paquetes, Reciclado","33864","8","0","10825.6"
"128","MX-2015-148488","42525","42527","Urgente","GC-15130","Gerardo Carrillo","Cliente","João Pessoa","Paraíba","Brasil","Sur","MOB-SI-10000063","Mobiliario","Sillas","Office Star Mecedora, Ajustable","32504","2","0","6500.8"
"129","MX-2015-148488","42525","42527","Urgente","GC-15130","Gerardo Carrillo","Cliente","João Pessoa","Paraíba","Brasil","Sur","MAT-AR-10004397","Material de oficina","Arte","Boston Lienzos, Al por mayor","18329.4","3","0","8792.4"
"130","MX-2012-158771","41278","41285","Estándar","AH-11305","Ariadna Hernández","Pequeña empresa","Manzanillo","Granma","Cuba","Caribe","MAT-SO-10001461","Material de oficina","Sobres","Jiffy Sobres de uso interno, 50","31579.2","6","0","612"
"131","MX-2015-135265","42729","42735","Estándar","CC-12880","Clotilde Carrillo","Empresa","Ciudad de México","Distrito Federal","México","Norte","MAT-PA-10003691","Material de oficina","Papel","Green Bar Agenda, Reciclado","8058","3","0","3784.2"
"132","US-2014-130239","42323","42328","Estándar","JV-17080","Justina Vaca","Cliente","Irapuato","Guanajuato","México","Norte","MOB-LI-10003782","Mobiliario","Librerías","Dania Biblioteca, Convencional","164288","5","0.2","-16439"
"133","US-2015-118752","42642","42647","Estándar","VM-21460","Valentina Macías","Pequeña empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-GR-10002755","Material de oficina","Grapas","Stockwell Chinchetas, Metal","2404.48","2","0.2","-213.52"
"134","US-2015-118752","42642","42647","Estándar","VM-21460","Valentina Macías","Pequeña empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-CA-10000941","Material de oficina","Carpetas","Ibico Separadores, Duradero","943.84","1","0.2","-130.56"
"135","MX-2015-128762","42672","42677","Estándar","EC-14395","Ernestina Cepeda","Empresa","Mendoza","Mendoza","Argentina","Sur","MAT-ET-10004182","Material de oficina","Etiquetas","Hon Etiquetas redondas, Blanco","2264.4","5","0.4","71.4"
"136","MX-2015-128762","42672","42677","Estándar","EC-14395","Ernestina Cepeda","Empresa","Mendoza","Mendoza","Argentina","Sur","MAT-EL-10004620","Material de oficina","Electrodomésticos","KitchenAid Microondas, Plateado","63458.28","3","0.4","8459.88"
"137","MX-2015-128762","42672","42677","Estándar","EC-14395","Ernestina Cepeda","Empresa","Mendoza","Mendoza","Argentina","Sur","MAT-CA-10004608","Material de oficina","Carpetas","Wilson Jones Perforador, Económico","951.66","1","0.7","-2220.54"
"138","US-2013-105949","41709","41711","Urgente","AR-11140","Antonio Rocha","Cliente","San Miguelito","Panamá","Panamá","Centro","MAT-AR-10000611","Material de oficina","Arte","Boston Sacapuntas, Al por mayor","13908.72","7","0.4","-252.28"
"139","MX-2012-165337","41418","41423","Estándar","PC-20020","Penélope Carrero","Cliente","León","Guanajuato","México","Norte","TEC-MÁ-10003563","Tecnología","Máquinas","Okidata Impresora de tarjetas, Blanco","78988.8","4","0","29212.8"
"140","MX-2014-158071","42293","42297","Estándar","LF-17500","Leticia Flórez","Cliente","Caxias do Sul","Río Grande del Sur","Brasil","Sur","TEC-MÁ-10004217","Tecnología","Máquinas","Panasonic Impresora de tarjetas, Duradero","59139.6","3","0","20695.8"
"141","MX-2014-158071","42293","42297","Estándar","LF-17500","Leticia Flórez","Cliente","Caxias do Sul","Río Grande del Sur","Brasil","Sur","MAT-CA-10003790","Material de oficina","Carpetas","Wilson Jones Carpeta, Duradero","4936.8","3","0","336.6"
"142","MX-2013-163272","41766","41770","Estándar","JR-16615","Judit Rodríguez","Empresa","Tlaquepaque","Jalisco","México","Norte","TEC-CO-10004452","Tecnología","Copiadoras","Brother Fotocopiadora, 2","59333.4952","2","0.002","11175.8952"
"143","MX-2013-163272","41766","41770","Estándar","JR-16615","Judit Rodríguez","Empresa","Tlaquepaque","Jalisco","México","Norte","MAT-ET-10001984","Material de oficina","Etiquetas","Avery Etiquetas para documentos legales, Duradero","3988.2","3","0","1591.2"
"144","MX-2013-163272","41766","41770","Estándar","JR-16615","Judit Rodríguez","Empresa","Tlaquepaque","Jalisco","México","Norte","MAT-SO-10000960","Material de oficina","Sobres","Kraft Sobre de tipo Manila, 50","12008.8","4","0","1196.8"
"145","MX-2012-105298","41434","41438","Estándar","EP-13810","Eleonor Pina","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","TEC-AC-10001782","Tecnología","Accesorios","Enermax Tarjeta de memoria, Blanco","30518.4","3","0.2","6864.6"
"146","MX-2012-105298","41434","41438","Estándar","EP-13810","Eleonor Pina","Empresa","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MAT-GR-10001590","Material de oficina","Grapas","Advantus Grapadoras, Tamaños variados","3035.52","2","0.2","-459.68"
"147","US-2013-116750","41842","41846","Rápido","BT-11710","Baltasar Téllez","Cliente","Choloma","Cortés","Honduras","Centro","MAT-AL-10003691","Material de oficina","Almacenamiento","Fellowes Archivador móvil, Metal","37095.36","4","0.4","-21643.04"
"148","US-2013-116750","41842","41846","Rápido","BT-11710","Baltasar Téllez","Cliente","Choloma","Cortés","Honduras","Centro","MAT-ET-10002124","Material de oficina","Etiquetas","Hon Etiquetas para carpetas de archivos, Rojo","1150.56","2","0.4","-345.44"
"149","US-2013-116750","41842","41846","Rápido","BT-11710","Baltasar Téllez","Cliente","Choloma","Cortés","Honduras","Centro","TEC-CO-10002895","Tecnología","Copiadoras","Hewlett Fotocopiadora, Color","71869.5536","4","0.402","-30293.6464"
"150","US-2013-116750","41842","41846","Rápido","BT-11710","Baltasar Téllez","Cliente","Choloma","Cortés","Honduras","Centro","TEC-AC-10000962","Tecnología","Accesorios","Logitech Teclado, Programable","9755.28","3","0.4","973.08"
"151","MX-2014-106782","42297","42301","Estándar","AR-11335","Adriana Rocha","Pequeña empresa","Holguín","Holguín","Cuba","Caribe","MOB-SI-10002841","Mobiliario","Sillas","Harbour Creations Silla plegable, Rojo","33282.6","3","0","1662.6"
"152","MX-2014-106782","42297","42301","Estándar","AR-11335","Adriana Rocha","Pequeña empresa","Holguín","Holguín","Cuba","Caribe","MAT-CA-10001211","Material de oficina","Carpetas","Avery Separadores, Transparente","3281","5","0","1207"
"153","MX-2014-106782","42297","42301","Estándar","AR-11335","Adriana Rocha","Pequeña empresa","Holguín","Holguín","Cuba","Caribe","MOB-SI-10001733","Mobiliario","Sillas","Office Star Silla de playa, Ajustable","32827","5","0","13447"
"154","US-2013-137526","41827","41834","Estándar","JA-16990","Julieta Almanza","Empresa","Santiago de los Caballeros","Santiago","República Dominicana","Caribe","MAT-CA-10003756","Material de oficina","Carpetas","Wilson Jones Encuadernadora, Duradero","13725.12","3","0.2","-1891.08"
"155","MX-2012-140032","41470","41476","Estándar","FA-14800","Florencio Anguiano","Empresa","Juazeiro","Bahía","Brasil","Sur","MAT-SU-10001397","Material de oficina","Suministros","Acme Cizallas, Industrial","17523.6","3","0","4549.2"
"156","MX-2013-144862","41952","41958","Estándar","KP-17230","Katia Pino","Cliente","Managua","Managua","Nicaragua","Centro","MOB-MO-10003276","Mobiliario","Mobiliario","Deflect-O Bombilla, Premium","9979","5","0","1581"
"157","MX-2013-144862","41952","41958","Estándar","KP-17230","Katia Pino","Cliente","Managua","Managua","Nicaragua","Centro","MAT-PA-10003595","Material de oficina","Papel","Green Bar Material de oficina, Paquete de 12","17860.2","3","0","6242.4"
"158","MX-2013-137659","41947","41947","Mismo día","RA-20530","Romero Arévalo","Cliente","Hermosillo","Sonora","México","Norte","MAT-PA-10000591","Material de oficina","Papel","Xerox Resma, Multicolor","6290","2","0","625.6"
"159","MX-2013-137659","41947","41947","Mismo día","RA-20530","Romero Arévalo","Cliente","Hermosillo","Sonora","México","Norte","MAT-CA-10002153","Material de oficina","Carpetas","Wilson Jones Separadores, Reciclado","2315.4","3","0","1101.6"
"160","MX-2015-133053","42722","42724","Rápido","FV-14740","Felipe Vélez","Empresa","Cienfuegos","Cienfuegos","Cuba","Caribe","MAT-AR-10004446","Material de oficina","Arte","Sanford Lienzos, Azul","28628","5","0","561"
"161","MX-2015-133053","42722","42724","Rápido","FV-14740","Felipe Vélez","Empresa","Cienfuegos","Cienfuegos","Cuba","Caribe","MAT-SO-10004226","Material de oficina","Sobres","Cameo Paquetes, 50","25948.8","6","0","5956.8"
"162","MX-2013-133375","41832","41832","Mismo día","VC-21535","Victoria Chavarría","Pequeña empresa","Pinar del Río","Pinar del Río","Cuba","Caribe","MAT-AL-10000690","Material de oficina","Almacenamiento","Tenex Bandejas, Industrial","43387.4","7","0","16898"
"163","MX-2013-133375","41832","41832","Mismo día","VC-21535","Victoria Chavarría","Pequeña empresa","Pinar del Río","Pinar del Río","Cuba","Caribe","MAT-AR-10002616","Material de oficina","Arte","Binney & Smith Lienzos, Metal","35781.6","6","0","12872.4"
"164","US-2015-155194","42575","42580","Estándar","VO-21580","Vanesa Olmos","Cliente","Guacara","Carabobo","Venezuela","Sur","MAT-EL-10002215","Material de oficina","Electrodomésticos","Breville Microondas, Plateado","61701.84","3","0.4","-10289.76"
"165","MX-2013-133305","41967","41969","Urgente","AR-10345","Amadeo Rocha","Empresa","Mexicali","Baja California","México","Norte","MOB-LI-10003667","Mobiliario","Librerías","Safco Biblioteca, Blanco","142277.76","4","0.2","39121.76"
"166","MX-2013-107146","41852","41857","Rápido","QM-20155","Quinto Muñoz","Pequeña empresa","Ilopango","San Salvador","El Salvador","Centro","MOB-SI-10002841","Mobiliario","Sillas","Harbour Creations Silla plegable, Rojo","55471","5","0","2771"
"167","MX-2013-107146","41852","41857","Rápido","QM-20155","Quinto Muñoz","Pequeña empresa","Ilopango","San Salvador","El Salvador","Centro","MOB-SI-10003000","Mobiliario","Sillas","SAFCO Silla plegable, Negro","47192","5","0","459"
"168","MX-2014-127621","42329","42332","Rápido","DM-13630","Delia Miramontes","Cliente","Santo Domingo","Santo Domingo","República Dominicana","Caribe","MOB-SI-10004220","Mobiliario","Sillas","Hon Estora, 2","5238.72","1","0.2","1634.72"
"169","US-2014-103513","42365","42367","Rápido","YA-21880","Yanira Acuna","Empresa","Salta","Salta","Argentina","Sur","MAT-PA-10004689","Material de oficina","Papel","Xerox Cuaderno, Reciclado","1787.04","1","0.4","-477.36"
"170","MX-2014-131436","42345","42351","Estándar","AE-11200","Anya Espinoza","Cliente","Tijuana","Baja California","México","Norte","MOB-SI-10004824","Mobiliario","Sillas","Hon Sillón, Rojo","124342.08","3","0.2","20200.08"
"171","MX-2012-104626","41477","41482","Estándar","EA-14170","Estela Alonso","Cliente","Managua","Managua","Nicaragua","Centro","MOB-LI-10000374","Mobiliario","Librerías","Ikea Librería, Metal","110649.6","8","0","5521.6"
"172","MX-2014-141446","42086","42092","Estándar","LF-17500","Leticia Flórez","Cliente","Morelia","Michoacán","México","Norte","MAT-CA-10001185","Material de oficina","Carpetas","Acco Separadores, Transparente","1822.4","2","0","761.6"
"173","MX-2014-141446","42086","42092","Estándar","LF-17500","Leticia Flórez","Cliente","Morelia","Michoacán","México","Norte","TEC-CO-10002970","Tecnología","Copiadoras","HP Tinta, 2","58227.312","4","0.002","10382.512"
"174","MX-2014-141446","42086","42092","Estándar","LF-17500","Leticia Flórez","Cliente","Morelia","Michoacán","México","Norte","MAT-EL-10002493","Material de oficina","Electrodomésticos","Hamilton Beach Batidora, Negro","7986.6","1","0","1676.2"
"175","MX-2014-141446","42086","42092","Estándar","LF-17500","Leticia Flórez","Cliente","Morelia","Michoacán","México","Norte","TEC-AC-10002957","Tecnología","Accesorios","Belkin Memoria USB, Negro","9554","2","0","2577.2"
"176","MX-2014-119795","42327","42332","Estándar","HC-15685","Hilda Contreras","Empresa","Delgado","San Salvador","El Salvador","Centro","MAT-CA-10004559","Material de oficina","Carpetas","Cardinal Encuadernadora, Económico","28203","5","0","3383"
"177","MX-2014-119795","42327","42332","Estándar","HC-15685","Hilda Contreras","Empresa","Delgado","San Salvador","El Salvador","Centro","MAT-SO-10002878","Material de oficina","Sobres","Ames Sobre de hebilla, Plateado","2176","2","0","843.2"
"178","MX-2014-119795","42327","42332","Estándar","HC-15685","Hilda Contreras","Empresa","Delgado","San Salvador","El Salvador","Centro","MAT-PA-10004767","Material de oficina","Papel","Green Bar Resma, Premium","20236.8","6","0","183.6"
"179","MX-2014-120453","42180","42182","Rápido","TA-21175","Teodora Atencio","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MOB-LI-10002880","Mobiliario","Librerías","Safco Librería, Metal","84116","5","0","19346"
"180","MX-2014-120453","42180","42182","Rápido","TA-21175","Teodora Atencio","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-EL-10004730","Material de oficina","Electrodomésticos","Cuisinart Microondas, Negro","188965.2","6","0","34006.8"
"181","MX-2014-120453","42180","42182","Rápido","TA-21175","Teodora Atencio","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","TEC-AC-10002560","Tecnología","Accesorios","Belkin Teclado, Blanco","62968","10","0","9418"
"182","MX-2014-120453","42180","42182","Rápido","TA-21175","Teodora Atencio","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MOB-LI-10002660","Mobiliario","Librerías","Sauder Conjunto de estantes, Blanco","67014","3","0","15412.2"
"183","MX-2014-120453","42180","42182","Rápido","TA-21175","Teodora Atencio","Empresa","Santiago de Cuba","Santiago de Cuba","Cuba","Caribe","MAT-AL-10000097","Material de oficina","Almacenamiento","Smead Caja, Tamaño completo","2448","2","0","557.6"
